RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@652,0%@652,0%@652] EMC_FREQ 0% GR3D_FREQ 0% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@38C GPU@40C BCPU@41.5C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2568/2568 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@38C GPU@40C BCPU@41.5C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2545 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2544 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2543 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2542 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2541 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2541 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [14%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2540 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2540 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2539 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2539 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2538 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@38C GPU@40C BCPU@41.5C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2538 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [37%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2537 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2537 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,16%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@38C GPU@40C BCPU@41.5C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2537 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2537 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@38C GPU@40C BCPU@41.5C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2536 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2536 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2536 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2491/2534 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2491/2533 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2491/2532 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,16%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2532 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,14%@345] EMC_FREQ 0% GR3D_FREQ 95% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 306/157 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2645/2535 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,16%@345] EMC_FREQ 0% GR3D_FREQ 40% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@38C GPU@40C BCPU@41.5C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 306/161 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2721/2540 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@38C GPU@40C BCPU@41.5C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 306/165 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2683/2544 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@38C GPU@40C BCPU@41.5C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 306/169 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2683/2548 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 306/172 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2645/2550 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 229/174 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2645/2552 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 230/175 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2606/2554 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@38C GPU@40C BCPU@41.5C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 229/176 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2606/2555 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [37%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 230/177 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2606/2556 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 230/179 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2568/2556 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 230/180 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2568/2557 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 229/181 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2568/2557 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@38C GPU@40C BCPU@41.5C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 229/182 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2568/2557 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 230/183 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2568/2557 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,14%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 230/184 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2557 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@345,off,off,0%@345,14%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 230/185 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2556 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/184 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2556 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/183 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2555 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/183 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2555 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/182 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2554 VDD_SYS_CPU 229/229 VDD_SYS_DDR 706/706
RAM 1250/7860MB (lfb 1346x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@38C GPU@40C BCPU@41C thermal@40.6C Tdiode@39.75C VDD_SYS_GPU 153/182 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2530/2554 VDD_SYS_CPU 230/229 VDD_SYS_DDR 706/706
