Frequency: Avg: 3971.2, Core 0: 3955.5, Core 1: 3943.4, Core 2: 3996.3, Core 3: 3989.7, Temp: PackageId0,0: 89.0, Core0,0: 73.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 73.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 75.0, Core 3: 20.0, Power: package-0,0: 14.4, core,0: 11.5, uncore,0: 0, dram,0: 0.4, psys,0: 16.5, 
Frequency: Avg: 3697.0, Core 0: 3697.1, Core 1: 3697.0, Core 2: 3697.0, Core 3: 3697.1, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 74.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.8, core,0: 18.7, uncore,0: 0, dram,0: 0.4, psys,0: 32.3, 
Frequency: Avg: 3659.4, Core 0: 3659.4, Core 1: 3659.4, Core 2: 3659.4, Core 3: 3659.4, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.5, core,0: 18.5, uncore,0: 0, dram,0: 0.3, psys,0: 38.1, 
Frequency: Avg: 3671.4, Core 0: 3671.4, Core 1: 3671.4, Core 2: 3671.4, Core 3: 3671.4, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 74.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.4, core,0: 19.4, uncore,0: 0, dram,0: 0.3, psys,0: 35.3, 
Frequency: Avg: 3600.0, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 74.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 17.9, core,0: 18.4, uncore,0: 0, dram,0: 0.2, psys,0: 28.6, 
Frequency: Avg: 3593.0, Core 0: 3590.8, Core 1: 3592.9, Core 2: 3594.2, Core 3: 3594.2, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 74.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.5, core,0: 18.4, uncore,0: 0, dram,0: 0.3, psys,0: 35.2, 
Frequency: Avg: 3599.1, Core 0: 3599.0, Core 1: 3599.0, Core 2: 3599.3, Core 3: 3599.0, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 74.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.2, core,0: 17.1, uncore,0: 0, dram,0: 0.3, psys,0: 37.1, 
Frequency: Avg: 3574.1, Core 0: 3574.1, Core 1: 3574.1, Core 2: 3574.1, Core 3: 3574.1, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 74.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.8, core,0: 17.2, uncore,0: 0, dram,0: 0.3, psys,0: 36.3, 
Frequency: Avg: 3591.5, Core 0: 3591.5, Core 1: 3591.5, Core 2: 3591.5, Core 3: 3591.5, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 74.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.5, core,0: 17.1, uncore,0: 0, dram,0: 0.3, psys,0: 37.2, 
Frequency: Avg: 3654.2, Core 0: 3656.8, Core 1: 3654.9, Core 2: 3636.7, Core 3: 3668.4, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 74.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.0, core,0: 16.9, uncore,0: 0, dram,0: 0.3, psys,0: 28.2, 
Frequency: Avg: 3551.9, Core 0: 3551.0, Core 1: 3551.7, Core 2: 3552.2, Core 3: 3552.7, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.5, core,0: 18.9, uncore,0: 0, dram,0: 0.3, psys,0: 39.4, 
Frequency: Avg: 3592.9, Core 0: 3593.0, Core 1: 3592.9, Core 2: 3592.9, Core 3: 3592.9, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 74.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.6, core,0: 17.3, uncore,0: 0, dram,0: 0.3, psys,0: 35.8, 
Frequency: Avg: 3501.8, Core 0: 3503.0, Core 1: 3502.1, Core 2: 3501.4, Core 3: 3500.7, Temp: PackageId0,0: 90.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.3, core,0: 18.4, uncore,0: 0, dram,0: 0.3, psys,0: 37.8, 
Frequency: Avg: 3599.4, Core 0: 3599.4, Core 1: 3599.4, Core 2: 3599.5, Core 3: 3599.4, Temp: PackageId0,0: 90.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 77.3, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 16.7, Power: package-0,0: 16.5, core,0: 17.4, uncore,0: 0, dram,0: 0.3, psys,0: 37.5, 
Frequency: Avg: 3684.2, Core 0: 3662.8, Core 1: 3700.3, Core 2: 3662.8, Core 3: 3710.8, Temp: PackageId0,0: 90.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.0, core,0: 17.2, uncore,0: 0, dram,0: 0.3, psys,0: 37.0, 
Frequency: Avg: 3569.4, Core 0: 3569.4, Core 1: 3569.4, Core 2: 3569.4, Core 3: 3569.4, Temp: PackageId0,0: 90.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.0, core,0: 18.2, uncore,0: 0, dram,0: 0.4, psys,0: 36.2, 
Frequency: Avg: 3400.0, Core 0: 3400.0, Core 1: 3400.0, Core 2: 3400.0, Core 3: 3400.0, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 74.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.0, core,0: 15.7, uncore,0: 0, dram,0: 0.3, psys,0: 35.5, 
Frequency: Avg: 3400.0, Core 0: 3400.0, Core 1: 3400.0, Core 2: 3400.0, Core 3: 3400.0, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 74.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.6, core,0: 15.7, uncore,0: 0, dram,0: 0.3, psys,0: 35.5, 
Frequency: Avg: 3402.8, Core 0: 3402.8, Core 1: 3402.8, Core 2: 3402.8, Core 3: 3402.8, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 14.6, core,0: 12.5, uncore,0: 0, dram,0: 0.3, psys,0: 30.3, 
Frequency: Avg: 3496.5, Core 0: 3513.0, Core 1: 3473.2, Core 2: 3504.9, Core 3: 3495.1, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 87.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 74.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.4, core,0: 15.9, uncore,0: 0, dram,0: 0.3, psys,0: 21.3, 
Frequency: Avg: 3400.0, Core 0: 3400.0, Core 1: 3400.0, Core 2: 3400.0, Core 3: 3400.0, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 87.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.7, core,0: 15.9, uncore,0: 0, dram,0: 0.5, psys,0: 27.1, 
Frequency: Avg: 3400.0, Core 0: 3400.0, Core 1: 3400.0, Core 2: 3400.0, Core 3: 3400.0, Temp: PackageId0,0: 86.0, Core0,0: 86.0, Core1,0: 87.0, PackageId0,1: 86.0, Core0,1: 86.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.5, core,0: 15.9, uncore,0: 0, dram,0: 0.2, psys,0: 20.8, 
Frequency: Avg: 3392.5, Core 0: 3392.4, Core 1: 3392.5, Core 2: 3392.5, Core 3: 3392.5, Temp: PackageId0,0: 86.0, Core0,0: 85.0, Core1,0: 86.0, PackageId0,1: 86.0, Core0,1: 85.0, Core1,1: 86.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.0, core,0: 15.8, uncore,0: 0, dram,0: 0.3, psys,0: 28.4, 
Frequency: Avg: 3420.0, Core 0: 3425.4, Core 1: 3419.7, Core 2: 3421.6, Core 3: 3413.2, Temp: PackageId0,0: 86.0, Core0,0: 85.0, Core1,0: 86.0, PackageId0,1: 86.0, Core0,1: 85.0, Core1,1: 86.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 65.2, Core 0: 100.0, Core 1: 42.9, Core 2: 80.0, Core 3: 50.0, Power: package-0,0: 15.1, core,0: 16.6, uncore,0: 0, dram,0: 0.5, psys,0: 30.8, 
Frequency: Avg: 3669.8, Core 0: 3743.5, Core 1: 3657.6, Core 2: 3742.3, Core 3: 3535.7, Temp: PackageId0,0: 86.0, Core0,0: 85.0, Core1,0: 86.0, PackageId0,1: 86.0, Core0,1: 85.0, Core1,1: 86.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.1, core,0: 15.9, uncore,0: 0, dram,0: 0.3, psys,0: 25.3, 
Frequency: Avg: 3400.0, Core 0: 3400.0, Core 1: 3400.0, Core 2: 3400.0, Core 3: 3400.0, Temp: PackageId0,0: 87.0, Core0,0: 86.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 86.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.6, core,0: 16.0, uncore,0: 0, dram,0: 0.3, psys,0: 28.9, 
Frequency: Avg: 3380.0, Core 0: 3380.0, Core 1: 3380.0, Core 2: 3380.0, Core 3: 3379.9, Temp: PackageId0,0: 87.0, Core0,0: 86.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 86.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.2, core,0: 14.5, uncore,0: 0, dram,0: 0.4, psys,0: 19.6, 
Frequency: Avg: 3500.0, Core 0: 3500.0, Core 1: 3500.0, Core 2: 3500.0, Core 3: 3500.0, Temp: PackageId0,0: 87.0, Core0,0: 86.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 86.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.6, core,0: 16.9, uncore,0: 0, dram,0: 0.5, psys,0: 21.1, 
Frequency: Avg: 3522.6, Core 0: 3523.8, Core 1: 3522.9, Core 2: 3522.3, Core 3: 3521.6, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 92.0, Core 0: 100.0, Core 1: 100.0, Core 2: 83.3, Core 3: 100.0, Power: package-0,0: 21.9, core,0: 16.6, uncore,0: 0, dram,0: 0.3, psys,0: 21.6, 
Frequency: Avg: 3507.7, Core 0: 3507.7, Core 1: 3507.7, Core 2: 3507.7, Core 3: 3507.7, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.5, core,0: 16.2, uncore,0: 0, dram,0: 0.3, psys,0: 26.2, 
Frequency: Avg: 3492.7, Core 0: 3492.7, Core 1: 3492.7, Core 2: 3492.7, Core 3: 3492.7, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 16.7, core,0: 17.4, uncore,0: 0, dram,0: 0.2, psys,0: 21.7, 
Frequency: Avg: 3509.2, Core 0: 3509.3, Core 1: 3509.3, Core 2: 3509.2, Core 3: 3509.2, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 17.5, core,0: 15.7, uncore,0: 0, dram,0: 0.3, psys,0: 29.2, 
Frequency: Avg: 3517.6, Core 0: 3517.7, Core 1: 3517.7, Core 2: 3517.7, Core 3: 3517.4, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 73.1, Core 0: 100.0, Core 1: 100.0, Core 2: 83.3, Core 3: 0.0, Power: package-0,0: 18.3, core,0: 16.4, uncore,0: 0, dram,0: 0.3, psys,0: 25.0, 
Frequency: Avg: 3543.7, Core 0: 3544.9, Core 1: 3550.6, Core 2: 3535.6, Core 3: 3543.7, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.8, core,0: 16.7, uncore,0: 0, dram,0: 0.3, psys,0: 29.1, 
Frequency: Avg: 3493.2, Core 0: 3493.2, Core 1: 3493.2, Core 2: 3493.2, Core 3: 3493.2, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.3, core,0: 16.0, uncore,0: 0, dram,0: 0.3, psys,0: 26.2, 
Frequency: Avg: 3495.4, Core 0: 3495.4, Core 1: 3495.4, Core 2: 3495.4, Core 3: 3495.3, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.0, core,0: 16.1, uncore,0: 0, dram,0: 0.3, psys,0: 26.8, 
Frequency: Avg: 3469.0, Core 0: 3468.2, Core 1: 3468.8, Core 2: 3469.3, Core 3: 3469.7, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.7, core,0: 15.9, uncore,0: 0, dram,0: 0.4, psys,0: 27.4, 
Frequency: Avg: 3700.0, Core 0: 3700.0, Core 1: 3700.0, Core 2: 3700.0, Core 3: 3700.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 77.3, Core 0: 100.0, Core 1: 50.0, Core 2: 50.0, Core 3: 100.0, Power: package-0,0: 19.9, core,0: 19.7, uncore,0: 0, dram,0: 0.3, psys,0: 31.4, 
Frequency: Avg: 3531.3, Core 0: 3530.5, Core 1: 3531.0, Core 2: 3531.5, Core 3: 3531.9, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.0, core,0: 19.2, uncore,0: 0, dram,0: 0.3, psys,0: 27.9, 
Frequency: Avg: 3586.8, Core 0: 3586.0, Core 1: 3586.6, Core 2: 3587.1, Core 3: 3587.6, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.7, core,0: 18.7, uncore,0: 0, dram,0: 0.3, psys,0: 29.4, 
Frequency: Avg: 3582.3, Core 0: 3582.3, Core 1: 3582.3, Core 2: 3582.3, Core 3: 3582.3, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.4, core,0: 18.7, uncore,0: 0, dram,0: 0.3, psys,0: 27.8, 
Frequency: Avg: 3589.2, Core 0: 3589.3, Core 1: 3589.3, Core 2: 3589.2, Core 3: 3589.2, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 83.3, Power: package-0,0: 16.0, core,0: 16.6, uncore,0: 0, dram,0: 0.3, psys,0: 28.4, 
Frequency: Avg: 3711.5, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.0, core,0: 18.1, uncore,0: 0, dram,0: 0.2, psys,0: 38.7, 
Frequency: Avg: 3600.0, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 90.0, Core0,0: 89.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 89.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.1, core,0: 18.3, uncore,0: 0, dram,0: 0.3, psys,0: 39.1, 
Frequency: Avg: 3588.6, Core 0: 3588.6, Core 1: 3588.6, Core 2: 3588.6, Core 3: 3588.6, Temp: PackageId0,0: 90.0, Core0,0: 89.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 89.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.5, core,0: 18.9, uncore,0: 0, dram,0: 0.3, psys,0: 35.5, 
Frequency: Avg: 3585.3, Core 0: 3585.3, Core 1: 3585.3, Core 2: 3585.3, Core 3: 3585.2, Temp: PackageId0,0: 90.0, Core0,0: 89.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 89.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.2, core,0: 18.8, uncore,0: 0, dram,0: 0.3, psys,0: 34.2, 
Frequency: Avg: 3669.3, Core 0: 3685.0, Core 1: 3700.3, Core 2: 3634.6, Core 3: 3657.3, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 53.3, Core 0: 100.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 22.1, core,0: 17.3, uncore,0: 0, dram,0: 0.4, psys,0: 29.2, 
Frequency: Avg: 3529.2, Core 0: 3528.3, Core 1: 3528.9, Core 2: 3529.5, Core 3: 3530.0, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.7, core,0: 18.1, uncore,0: 0, dram,0: 0.3, psys,0: 29.9, 
Frequency: Avg: 3614.5, Core 0: 3613.7, Core 1: 3614.3, Core 2: 3614.7, Core 3: 3615.2, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.5, core,0: 20.1, uncore,0: 0, dram,0: 0.4, psys,0: 30.9, 
Frequency: Avg: 3679.7, Core 0: 3679.8, Core 1: 3679.8, Core 2: 3679.7, Core 3: 3679.7, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.2, core,0: 19.2, uncore,0: 0, dram,0: 0.3, psys,0: 28.1, 
Frequency: Avg: 3697.0, Core 0: 3697.1, Core 1: 3697.2, Core 2: 3697.2, Core 3: 3696.7, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.1, core,0: 18.1, uncore,0: 0, dram,0: 0.3, psys,0: 29.6, 
