Frequency: Avg: 3972.3, Core 0: 3993.5, Core 1: 3965.4, Core 2: 3937.0, Core 3: 3993.2, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 70.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 70.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 69.5, Util: Avg: 23.1, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 10.7, core,0: 10.7, uncore,0: 0, dram,0: 0.3, psys,0: 24.8, 
Frequency: Avg: 3716.5, Core 0: 3716.9, Core 1: 3716.9, Core 2: 3716.9, Core 3: 3715.4, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 25.5, core,0: 18.3, uncore,0: 0, dram,0: 0.4, psys,0: 29.3, 
Frequency: Avg: 3702.6, Core 0: 3702.6, Core 1: 3702.6, Core 2: 3702.6, Core 3: 3702.7, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 95.2, Core 0: 80.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 26.3, core,0: 21.8, uncore,0: 0, dram,0: 0.5, psys,0: 37.0, 
Frequency: Avg: 3665.0, Core 0: 3664.3, Core 1: 3664.8, Core 2: 3665.3, Core 3: 3665.7, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.7, core,0: 18.2, uncore,0: 0, dram,0: 0.4, psys,0: 29.2, 
Frequency: Avg: 3692.9, Core 0: 3697.7, Core 1: 3683.7, Core 2: 3697.7, Core 3: 3692.4, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.3, core,0: 20.3, uncore,0: 0, dram,0: 0.4, psys,0: 36.2, 
Frequency: Avg: 3706.4, Core 0: 3703.9, Core 1: 3709.1, Core 2: 3709.1, Core 3: 3703.5, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 76.5, Core 0: 50.0, Core 1: 100.0, Core 2: 100.0, Core 3: 50.0, Power: package-0,0: 19.0, core,0: 16.6, uncore,0: 0, dram,0: 0.4, psys,0: 31.3, 
Frequency: Avg: 3935.4, Core 0: 3900.9, Core 1: 3901.2, Core 2: 3976.5, Core 3: 3963.0, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 23.1, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 25.0, Power: package-0,0: 11.4, core,0: 11.2, uncore,0: 0, dram,0: 0.5, psys,0: 25.6, 
Frequency: Avg: 3974.5, Core 0: 3960.9, Core 1: 3945.5, Core 2: 3996.6, Core 3: 3995.0, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 26.7, Core 0: 25.0, Core 1: 0.0, Core 2: 75.0, Core 3: 0.0, Power: package-0,0: 17.2, core,0: 10.9, uncore,0: 0, dram,0: 0.5, psys,0: 25.1, 
Frequency: Avg: 3963.3, Core 0: 3973.7, Core 1: 3969.5, Core 2: 3958.9, Core 3: 3951.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 72.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 72.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 23.1, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 19.3, core,0: 11.2, uncore,0: 0, dram,0: 0.5, psys,0: 28.0, 
Frequency: Avg: 3962.1, Core 0: 3984.9, Core 1: 3924.4, Core 2: 3947.8, Core 3: 3991.2, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 72.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 72.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 11.5, core,0: 10.9, uncore,0: 0, dram,0: 0.5, psys,0: 25.5, 
Frequency: Avg: 3969.3, Core 0: 3998.0, Core 1: 3942.5, Core 2: 3954.7, Core 3: 3981.8, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 72.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 72.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 31.2, Core 0: 100.0, Core 1: 25.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 19.6, core,0: 11.1, uncore,0: 0, dram,0: 0.5, psys,0: 28.2, 
Frequency: Avg: 3956.3, Core 0: 3945.6, Core 1: 3998.4, Core 2: 3941.1, Core 3: 3939.9, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 72.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 72.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 21.4, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 16.1, core,0: 11.0, uncore,0: 0, dram,0: 0.3, psys,0: 17.2, 
Frequency: Avg: 3980.1, Core 0: 3980.9, Core 1: 3978.8, Core 2: 3997.2, Core 3: 3963.4, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 72.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 72.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 12.0, core,0: 11.3, uncore,0: 0, dram,0: 0.5, psys,0: 25.8, 
Frequency: Avg: 3973.8, Core 0: 3980.9, Core 1: 3991.8, Core 2: 3976.4, Core 3: 3945.9, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 72.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 72.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 21.4, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 12.5, core,0: 10.9, uncore,0: 0, dram,0: 0.5, psys,0: 28.4, 
Frequency: Avg: 3987.5, Core 0: 3994.9, Core 1: 3961.2, Core 2: 3996.3, Core 3: 3997.4, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 72.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 72.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 28.6, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 12.3, core,0: 10.7, uncore,0: 0, dram,0: 0.5, psys,0: 26.5, 
Frequency: Avg: 3979.6, Core 0: 3957.4, Core 1: 3995.2, Core 2: 3992.6, Core 3: 3973.2, Temp: PackageId0,0: 89.0, Core0,0: 72.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 72.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 21.4, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 13.2, core,0: 11.9, uncore,0: 0, dram,0: 0.5, psys,0: 26.6, 
Frequency: Avg: 3965.0, Core 0: 3921.2, Core 1: 3945.6, Core 2: 3994.7, Core 3: 3998.5, Temp: PackageId0,0: 89.0, Core0,0: 72.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 72.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 25.0, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 80.0, Power: package-0,0: 14.5, core,0: 10.8, uncore,0: 0, dram,0: 0.3, psys,0: 22.7, 
Frequency: Avg: 3991.4, Core 0: 3998.4, Core 1: 3997.7, Core 2: 3974.7, Core 3: 3994.9, Temp: PackageId0,0: 89.0, Core0,0: 72.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 72.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 33.3, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 20.3, core,0: 11.4, uncore,0: 0, dram,0: 0.5, psys,0: 29.2, 
Frequency: Avg: 3986.2, Core 0: 3976.1, Core 1: 3978.3, Core 2: 3997.1, Core 3: 3993.3, Temp: PackageId0,0: 89.0, Core0,0: 72.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 72.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 21.4, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 16.1, core,0: 11.2, uncore,0: 0, dram,0: 0.3, psys,0: 17.0, 
Frequency: Avg: 3960.4, Core 0: 3952.8, Core 1: 3915.2, Core 2: 3997.6, Core 3: 3975.9, Temp: PackageId0,0: 89.0, Core0,0: 72.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 72.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 26.7, Core 0: 25.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 11.7, core,0: 11.4, uncore,0: 0, dram,0: 0.3, psys,0: 17.5, 
Frequency: Avg: 3968.7, Core 0: 3942.5, Core 1: 3996.2, Core 2: 3997.6, Core 3: 3938.4, Temp: PackageId0,0: 89.0, Core0,0: 72.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 72.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 23.1, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 10.9, core,0: 10.6, uncore,0: 0, dram,0: 0.4, psys,0: 24.9, 
Frequency: Avg: 3951.6, Core 0: 3993.1, Core 1: 3974.4, Core 2: 3924.3, Core 3: 3914.7, Temp: PackageId0,0: 89.0, Core0,0: 72.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 72.0, Core1,1: 89.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 26.7, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 13.0, core,0: 11.1, uncore,0: 0, dram,0: 0.4, psys,0: 19.6, 
Frequency: Avg: 3970.5, Core 0: 3973.2, Core 1: 3978.8, Core 2: 3997.5, Core 3: 3932.5, Temp: PackageId0,0: 88.0, Core0,0: 72.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 72.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 26.7, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 17.0, core,0: 11.4, uncore,0: 0, dram,0: 0.3, psys,0: 16.9, 
Frequency: Avg: 3974.3, Core 0: 3993.8, Core 1: 3981.9, Core 2: 3983.1, Core 3: 3938.5, Temp: PackageId0,0: 88.0, Core0,0: 72.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 72.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 28.6, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 13.7, core,0: 11.7, uncore,0: 0, dram,0: 0.3, psys,0: 28.8, 
Frequency: Avg: 3975.0, Core 0: 3986.5, Core 1: 3994.6, Core 2: 3997.8, Core 3: 3921.3, Temp: PackageId0,0: 88.0, Core0,0: 72.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 72.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 28.6, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 11.3, core,0: 10.7, uncore,0: 0, dram,0: 0.5, psys,0: 25.4, 
Frequency: Avg: 3973.5, Core 0: 3991.8, Core 1: 3942.0, Core 2: 3963.9, Core 3: 3996.5, Temp: PackageId0,0: 88.0, Core0,0: 72.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 72.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 31.2, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 16.9, core,0: 11.4, uncore,0: 0, dram,0: 0.5, psys,0: 25.0, 
Frequency: Avg: 3976.8, Core 0: 3975.3, Core 1: 3979.4, Core 2: 3964.6, Core 3: 3988.1, Temp: PackageId0,0: 88.0, Core0,0: 72.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 72.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 23.1, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 14.1, core,0: 11.4, uncore,0: 0, dram,0: 0.4, psys,0: 20.2, 
Frequency: Avg: 3991.6, Core 0: 3998.7, Core 1: 3998.6, Core 2: 3980.3, Core 3: 3988.7, Temp: PackageId0,0: 88.0, Core0,0: 72.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 72.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 71.0, Util: Avg: 26.7, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 15.5, core,0: 10.5, uncore,0: 0, dram,0: 0.4, psys,0: 16.6, 
Frequency: Avg: 3971.7, Core 0: 3972.6, Core 1: 3925.8, Core 2: 3996.8, Core 3: 3991.7, Temp: PackageId0,0: 88.0, Core0,0: 72.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 72.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 26.7, Core 0: 0.0, Core 1: 0.0, Core 2: 75.0, Core 3: 0.0, Power: package-0,0: 16.3, core,0: 10.7, uncore,0: 0, dram,0: 0.5, psys,0: 24.9, 
Frequency: Avg: 3950.2, Core 0: 3902.2, Core 1: 3992.4, Core 2: 3986.1, Core 3: 3920.2, Temp: PackageId0,0: 88.0, Core0,0: 72.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 72.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 25.0, Core 0: 0.0, Core 1: 75.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 9.5, core,0: 4.8, uncore,0: 0, dram,0: 0.4, psys,0: 20.0, 
Frequency: Avg: 3988.5, Core 0: 3998.2, Core 1: 3971.3, Core 2: 3987.4, Core 3: 3997.3, Temp: PackageId0,0: 88.0, Core0,0: 72.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 72.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 26.7, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 14.1, core,0: 11.8, uncore,0: 0, dram,0: 0.4, psys,0: 19.8, 
Frequency: Avg: 3979.6, Core 0: 3998.0, Core 1: 3997.9, Core 2: 3937.4, Core 3: 3985.1, Temp: PackageId0,0: 88.0, Core0,0: 72.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 72.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 26.7, Core 0: 0.0, Core 1: 75.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 16.8, core,0: 10.6, uncore,0: 0, dram,0: 0.5, psys,0: 25.4, 
Frequency: Avg: 3983.8, Core 0: 3986.4, Core 1: 3980.0, Core 2: 3998.1, Core 3: 3970.9, Temp: PackageId0,0: 88.0, Core0,0: 72.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 72.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 31.2, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 20.0, Power: package-0,0: 17.4, core,0: 11.0, uncore,0: 0, dram,0: 0.4, psys,0: 24.6, 
Frequency: Avg: 3955.2, Core 0: 3995.7, Core 1: 3901.5, Core 2: 3966.6, Core 3: 3957.1, Temp: PackageId0,0: 88.0, Core0,0: 72.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 72.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 21.4, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 12.8, core,0: 11.4, uncore,0: 0, dram,0: 0.3, psys,0: 19.4, 
Frequency: Avg: 3970.5, Core 0: 3986.6, Core 1: 3989.1, Core 2: 3934.5, Core 3: 3971.7, Temp: PackageId0,0: 88.0, Core0,0: 72.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 72.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 28.6, Core 0: 20.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 17.0, core,0: 10.5, uncore,0: 0, dram,0: 0.5, psys,0: 24.6, 
Frequency: Avg: 3977.7, Core 0: 3986.7, Core 1: 3928.2, Core 2: 3997.5, Core 3: 3998.3, Temp: PackageId0,0: 88.0, Core0,0: 72.0, Core1,0: 88.0, PackageId0,1: 88.0, Core0,1: 72.0, Core1,1: 88.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 21.4, Core 0: 20.0, Core 1: 0.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 15.4, core,0: 12.3, uncore,0: 0, dram,0: 0.5, psys,0: 23.5, 
Frequency: Avg: 3975.6, Core 0: 3953.7, Core 1: 3954.4, Core 2: 3996.6, Core 3: 3997.8, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 71.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 71.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 28.6, Core 0: 0.0, Core 1: 0.0, Core 2: 75.0, Core 3: 0.0, Power: package-0,0: 16.6, core,0: 11.0, uncore,0: 0, dram,0: 0.3, psys,0: 16.6, 
Frequency: Avg: 3970.6, Core 0: 3998.3, Core 1: 3993.8, Core 2: 3965.4, Core 3: 3924.9, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 71.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 71.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 31.2, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 17.3, core,0: 11.3, uncore,0: 0, dram,0: 0.3, psys,0: 18.6, 
Frequency: Avg: 3985.9, Core 0: 3993.7, Core 1: 3966.1, Core 2: 3991.1, Core 3: 3992.9, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 71.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 71.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 21.4, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 16.8, core,0: 10.7, uncore,0: 0, dram,0: 0.5, psys,0: 16.8, 
Frequency: Avg: 3953.9, Core 0: 3996.3, Core 1: 3911.0, Core 2: 3960.3, Core 3: 3948.1, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 71.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 71.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 23.1, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 12.9, core,0: 11.1, uncore,0: 0, dram,0: 0.4, psys,0: 19.9, 
Frequency: Avg: 3960.8, Core 0: 3998.4, Core 1: 3975.5, Core 2: 3932.4, Core 3: 3937.1, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 71.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 71.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.5, Util: Avg: 21.4, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 16.8, core,0: 10.4, uncore,0: 0, dram,0: 0.5, psys,0: 25.4, 
Frequency: Avg: 3954.5, Core 0: 3947.7, Core 1: 3964.3, Core 2: 3997.3, Core 3: 3908.7, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 71.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 71.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 21.4, Core 0: 0.0, Core 1: 0.0, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 19.3, core,0: 11.8, uncore,0: 0, dram,0: 0.3, psys,0: 17.8, 
Frequency: Avg: 3977.7, Core 0: 3931.3, Core 1: 3990.3, Core 2: 3998.3, Core 3: 3991.0, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 71.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 71.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 21.4, Core 0: 0.0, Core 1: 0.0, Core 2: 0.0, Core 3: 100.0, Power: package-0,0: 15.4, core,0: 11.0, uncore,0: 0, dram,0: 0.3, psys,0: 16.5, 
Frequency: Avg: 3974.0, Core 0: 3998.0, Core 1: 3935.4, Core 2: 3965.2, Core 3: 3997.5, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 71.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 71.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 28.6, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 12.8, core,0: 10.3, uncore,0: 0, dram,0: 0.3, psys,0: 18.5, 
Frequency: Avg: 3993.6, Core 0: 3997.1, Core 1: 3997.1, Core 2: 3997.9, Core 3: 3982.3, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 71.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 71.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 29.4, Core 0: 0.0, Core 1: 0.0, Core 2: 75.0, Core 3: 20.0, Power: package-0,0: 15.8, core,0: 15.7, uncore,0: 0, dram,0: 0.4, psys,0: 26.0, 
Frequency: Avg: 3969.1, Core 0: 3907.8, Core 1: 3995.8, Core 2: 3990.2, Core 3: 3982.7, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 71.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 71.0, Iwlwifi,0: 57.0, Pch_Skylake,0: 70.0, Util: Avg: 28.6, Core 0: 0.0, Core 1: 100.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 16.2, core,0: 10.6, uncore,0: 0, dram,0: 0.3, psys,0: 16.8, 
