Frequency: Avg: 3968.8, Core 0: 3989.5, Core 1: 3984.2, Core 2: 3954.1, Core 3: 3947.3, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 72.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 72.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.0, Util: Avg: 21.4, Core 0: 100.0, Core 1: 0.0, Core 2: 0.0, Core 3: 0.0, Power: package-0,0: 10.5, core,0: 10.7, uncore,0: 0, dram,0: 0.6, psys,0: 25.3, 
Frequency: Avg: 3800.0, Core 0: 3800.0, Core 1: 3800.0, Core 2: 3800.0, Core 3: 3800.0, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 27.9, core,0: 21.6, uncore,0: 0, dram,0: 0.3, psys,0: 31.0, 
Frequency: Avg: 3774.0, Core 0: 3774.1, Core 1: 3774.1, Core 2: 3774.0, Core 3: 3774.0, Temp: PackageId0,0: 91.0, Core0,0: 91.0, Core1,0: 90.0, PackageId0,1: 91.0, Core0,1: 91.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.7, core,0: 19.7, uncore,0: 0, dram,0: 0.3, psys,0: 35.3, 
Frequency: Avg: 3809.4, Core 0: 3809.6, Core 1: 3809.5, Core 2: 3808.9, Core 3: 3809.6, Temp: PackageId0,0: 92.0, Core0,0: 78.0, Core1,0: 92.0, PackageId0,1: 92.0, Core0,1: 78.0, Core1,1: 92.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 73.9, Core 0: 0.0, Core 1: 100.0, Core 2: 83.3, Core 3: 100.0, Power: package-0,0: 19.3, core,0: 15.0, uncore,0: 0, dram,0: 0.2, psys,0: 26.8, 
Frequency: Avg: 3800.0, Core 0: 3800.0, Core 1: 3800.0, Core 2: 3800.0, Core 3: 3800.0, Temp: PackageId0,0: 92.0, Core0,0: 78.0, Core1,0: 92.0, PackageId0,1: 92.0, Core0,1: 78.0, Core1,1: 92.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 26.0, core,0: 21.1, uncore,0: 0, dram,0: 0.3, psys,0: 36.7, 
Frequency: Avg: 3714.6, Core 0: 3714.1, Core 1: 3714.4, Core 2: 3714.7, Core 3: 3715.0, Temp: PackageId0,0: 92.0, Core0,0: 78.0, Core1,0: 92.0, PackageId0,1: 92.0, Core0,1: 78.0, Core1,1: 92.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 27.3, core,0: 20.6, uncore,0: 0, dram,0: 0.3, psys,0: 31.0, 
Frequency: Avg: 3795.0, Core 0: 3795.0, Core 1: 3795.0, Core 2: 3795.0, Core 3: 3794.9, Temp: PackageId0,0: 91.0, Core0,0: 90.0, Core1,0: 91.0, PackageId0,1: 91.0, Core0,1: 90.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.1, core,0: 20.1, uncore,0: 0, dram,0: 0.3, psys,0: 36.3, 
Frequency: Avg: 3700.6, Core 0: 3700.6, Core 1: 3700.6, Core 2: 3700.6, Core 3: 3700.5, Temp: PackageId0,0: 91.0, Core0,0: 90.0, Core1,0: 91.0, PackageId0,1: 91.0, Core0,1: 90.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 83.3, Power: package-0,0: 19.5, core,0: 18.1, uncore,0: 0, dram,0: 0.3, psys,0: 31.6, 
Frequency: Avg: 3600.0, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 91.0, Core0,0: 90.0, Core1,0: 91.0, PackageId0,1: 91.0, Core0,1: 90.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 16.8, core,0: 18.0, uncore,0: 0, dram,0: 0.3, psys,0: 28.4, 
Frequency: Avg: 3614.3, Core 0: 3614.3, Core 1: 3614.3, Core 2: 3614.3, Core 3: 3614.3, Temp: PackageId0,0: 91.0, Core0,0: 90.0, Core1,0: 91.0, PackageId0,1: 91.0, Core0,1: 90.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.6, core,0: 18.4, uncore,0: 0, dram,0: 0.3, psys,0: 36.4, 
Frequency: Avg: 3543.7, Core 0: 3548.4, Core 1: 3548.4, Core 2: 3539.0, Core 3: 3538.9, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 17.5, core,0: 17.3, uncore,0: 0, dram,0: 0.3, psys,0: 28.4, 
Frequency: Avg: 3581.2, Core 0: 3580.4, Core 1: 3581.0, Core 2: 3581.5, Core 3: 3582.0, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.2, core,0: 18.2, uncore,0: 0, dram,0: 0.3, psys,0: 32.7, 
Frequency: Avg: 3643.4, Core 0: 3646.7, Core 1: 3642.3, Core 2: 3642.3, Core 3: 3642.3, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 76.5, Core 0: 20.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 15.0, core,0: 16.7, uncore,0: 0, dram,0: 0.4, psys,0: 26.5, 
Frequency: Avg: 3698.7, Core 0: 3699.7, Core 1: 3674.7, Core 2: 3704.7, Core 3: 3715.7, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.5, core,0: 16.6, uncore,0: 0, dram,0: 0.3, psys,0: 28.1, 
Frequency: Avg: 3628.2, Core 0: 3628.2, Core 1: 3628.2, Core 2: 3628.2, Core 3: 3628.2, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.5, core,0: 17.1, uncore,0: 0, dram,0: 0.3, psys,0: 34.5, 
Frequency: Avg: 3634.0, Core 0: 3634.0, Core 1: 3634.0, Core 2: 3634.0, Core 3: 3634.0, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 25.1, core,0: 17.7, uncore,0: 0, dram,0: 0.5, psys,0: 28.9, 
Frequency: Avg: 3609.4, Core 0: 3609.4, Core 1: 3609.4, Core 2: 3609.4, Core 3: 3609.4, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 87.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.5, core,0: 18.3, uncore,0: 0, dram,0: 0.3, psys,0: 38.0, 
Frequency: Avg: 3622.0, Core 0: 3622.0, Core 1: 3622.0, Core 2: 3622.0, Core 3: 3622.0, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 87.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.2, core,0: 18.2, uncore,0: 0, dram,0: 0.3, psys,0: 38.6, 
Frequency: Avg: 3700.0, Core 0: 3700.0, Core 1: 3700.0, Core 2: 3700.0, Core 3: 3700.0, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 87.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.2, core,0: 20.2, uncore,0: 0, dram,0: 0.4, psys,0: 35.9, 
Frequency: Avg: 3700.0, Core 0: 3700.0, Core 1: 3700.0, Core 2: 3700.0, Core 3: 3700.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 25.6, core,0: 19.5, uncore,0: 0, dram,0: 0.3, psys,0: 29.7, 
Frequency: Avg: 3689.0, Core 0: 3689.1, Core 1: 3689.0, Core 2: 3689.0, Core 3: 3689.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.5, core,0: 19.8, uncore,0: 0, dram,0: 0.3, psys,0: 36.4, 
Frequency: Avg: 3700.0, Core 0: 3700.0, Core 1: 3700.0, Core 2: 3700.0, Core 3: 3700.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.0, core,0: 18.1, uncore,0: 0, dram,0: 0.3, psys,0: 34.8, 
Frequency: Avg: 3700.0, Core 0: 3700.0, Core 1: 3700.0, Core 2: 3700.0, Core 3: 3700.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 25.1, core,0: 19.9, uncore,0: 0, dram,0: 0.3, psys,0: 30.3, 
Frequency: Avg: 3711.6, Core 0: 3711.7, Core 1: 3711.7, Core 2: 3711.6, Core 3: 3711.6, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.4, core,0: 18.6, uncore,0: 0, dram,0: 0.5, psys,0: 29.5, 
Frequency: Avg: 3700.0, Core 0: 3700.0, Core 1: 3700.0, Core 2: 3700.0, Core 3: 3700.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 90.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 90.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.4, core,0: 19.9, uncore,0: 0, dram,0: 0.3, psys,0: 29.1, 
Frequency: Avg: 3700.0, Core 0: 3700.0, Core 1: 3700.0, Core 2: 3700.0, Core 3: 3700.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.1, core,0: 19.6, uncore,0: 0, dram,0: 0.3, psys,0: 30.3, 
Frequency: Avg: 3689.8, Core 0: 3689.5, Core 1: 3689.9, Core 2: 3689.9, Core 3: 3689.9, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 90.0, Core 0: 66.7, Core 1: 100.0, Core 2: 100.0, Core 3: 80.0, Power: package-0,0: 16.6, core,0: 17.4, uncore,0: 0, dram,0: 0.2, psys,0: 27.2, 
Frequency: Avg: 3709.0, Core 0: 3706.3, Core 1: 3711.6, Core 2: 3712.2, Core 3: 3706.0, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 89.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 95.8, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.5, core,0: 18.3, uncore,0: 0, dram,0: 0.3, psys,0: 29.8, 
Frequency: Avg: 3671.7, Core 0: 3671.7, Core 1: 3671.6, Core 2: 3671.8, Core 3: 3671.6, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.6, core,0: 17.3, uncore,0: 0, dram,0: 0.3, psys,0: 27.1, 
Frequency: Avg: 3595.9, Core 0: 3595.9, Core 1: 3595.9, Core 2: 3595.9, Core 3: 3595.9, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.2, core,0: 18.0, uncore,0: 0, dram,0: 0.4, psys,0: 28.8, 
Frequency: Avg: 3591.6, Core 0: 3591.6, Core 1: 3591.6, Core 2: 3591.6, Core 3: 3591.6, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 87.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 16.8, core,0: 16.7, uncore,0: 0, dram,0: 0.3, psys,0: 28.5, 
Frequency: Avg: 3600.0, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 88.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.1, core,0: 18.3, uncore,0: 0, dram,0: 0.3, psys,0: 36.0, 
Frequency: Avg: 3600.0, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 88.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.0, core,0: 18.0, uncore,0: 0, dram,0: 0.4, psys,0: 34.6, 
Frequency: Avg: 3610.5, Core 0: 3610.5, Core 1: 3610.5, Core 2: 3610.5, Core 3: 3610.5, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 87.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 20.6, core,0: 18.3, uncore,0: 0, dram,0: 0.3, psys,0: 38.5, 
Frequency: Avg: 3660.8, Core 0: 3687.4, Core 1: 3635.5, Core 2: 3687.6, Core 3: 3632.5, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 87.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 47.8, Core 0: 100.0, Core 1: 14.3, Core 2: 100.0, Core 3: 0.0, Power: package-0,0: 19.1, core,0: 14.0, uncore,0: 0, dram,0: 0.3, psys,0: 22.0, 
Frequency: Avg: 3600.0, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 88.0, Core0,0: 88.0, Core1,0: 87.0, PackageId0,1: 88.0, Core0,1: 88.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.0, core,0: 18.3, uncore,0: 0, dram,0: 0.3, psys,0: 29.2, 
Frequency: Avg: 3615.7, Core 0: 3615.8, Core 1: 3615.7, Core 2: 3615.7, Core 3: 3615.7, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.4, core,0: 17.8, uncore,0: 0, dram,0: 0.3, psys,0: 38.4, 
Frequency: Avg: 3551.6, Core 0: 3550.8, Core 1: 3551.4, Core 2: 3551.9, Core 3: 3552.4, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.3, core,0: 17.8, uncore,0: 0, dram,0: 0.3, psys,0: 28.4, 
Frequency: Avg: 3614.1, Core 0: 3614.1, Core 1: 3614.1, Core 2: 3614.1, Core 3: 3614.1, Temp: PackageId0,0: 87.0, Core0,0: 87.0, Core1,0: 87.0, PackageId0,1: 87.0, Core0,1: 87.0, Core1,1: 87.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 21.9, core,0: 18.4, uncore,0: 0, dram,0: 0.3, psys,0: 36.7, 
Frequency: Avg: 3675.7, Core 0: 3675.7, Core 1: 3675.7, Core 2: 3675.7, Core 3: 3675.7, Temp: PackageId0,0: 89.0, Core0,0: 88.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 88.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.2, core,0: 18.8, uncore,0: 0, dram,0: 0.6, psys,0: 29.4, 
Frequency: Avg: 3827.4, Core 0: 3819.9, Core 1: 3851.7, Core 2: 3790.0, Core 3: 3848.0, Temp: PackageId0,0: 89.0, Core0,0: 88.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 88.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.0, core,0: 21.8, uncore,0: 0, dram,0: 0.3, psys,0: 32.3, 
Frequency: Avg: 3703.3, Core 0: 3703.4, Core 1: 3703.3, Core 2: 3703.3, Core 3: 3703.3, Temp: PackageId0,0: 89.0, Core0,0: 88.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 88.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.7, core,0: 20.3, uncore,0: 0, dram,0: 0.4, psys,0: 30.6, 
Frequency: Avg: 3666.1, Core 0: 3665.0, Core 1: 3665.8, Core 2: 3666.5, Core 3: 3667.1, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 25.9, core,0: 20.5, uncore,0: 0, dram,0: 0.4, psys,0: 40.1, 
Frequency: Avg: 3687.7, Core 0: 3687.7, Core 1: 3687.7, Core 2: 3687.7, Core 3: 3687.7, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 18.2, core,0: 18.2, uncore,0: 0, dram,0: 0.3, psys,0: 38.8, 
Frequency: Avg: 3687.3, Core 0: 3687.3, Core 1: 3687.3, Core 2: 3687.2, Core 3: 3687.4, Temp: PackageId0,0: 89.0, Core0,0: 89.0, Core1,0: 89.0, PackageId0,1: 89.0, Core0,1: 89.0, Core1,1: 89.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.5, core,0: 20.3, uncore,0: 0, dram,0: 0.3, psys,0: 37.1, 
Frequency: Avg: 3678.6, Core 0: 3678.6, Core 1: 3678.6, Core 2: 3678.6, Core 3: 3678.5, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 88.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 22.5, core,0: 20.0, uncore,0: 0, dram,0: 0.3, psys,0: 36.7, 
Frequency: Avg: 3632.6, Core 0: 3631.7, Core 1: 3632.3, Core 2: 3632.9, Core 3: 3633.4, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 88.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 26.0, core,0: 20.0, uncore,0: 0, dram,0: 0.3, psys,0: 39.3, 
Frequency: Avg: 3640.9, Core 0: 3639.9, Core 1: 3640.6, Core 2: 3641.2, Core 3: 3641.8, Temp: PackageId0,0: 90.0, Core0,0: 90.0, Core1,0: 88.0, PackageId0,1: 90.0, Core0,1: 90.0, Core1,1: 88.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 19.4, core,0: 20.3, uncore,0: 0, dram,0: 0.2, psys,0: 29.7, 
Frequency: Avg: 3748.7, Core 0: 3757.6, Core 1: 3736.5, Core 2: 3757.7, Core 3: 3743.2, Temp: PackageId0,0: 92.0, Core0,0: 92.0, Core1,0: 91.0, PackageId0,1: 92.0, Core0,1: 92.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 73.0, Util: Avg: 96.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 24.9, core,0: 22.8, uncore,0: 0, dram,0: 0.3, psys,0: 39.4, 
Frequency: Avg: 3600.0, Core 0: 3600.0, Core 1: 3600.0, Core 2: 3600.0, Core 3: 3600.0, Temp: PackageId0,0: 92.0, Core0,0: 92.0, Core1,0: 91.0, PackageId0,1: 92.0, Core0,1: 92.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 23.3, core,0: 18.7, uncore,0: 0, dram,0: 0.5, psys,0: 38.5, 
Frequency: Avg: 3590.5, Core 0: 3590.5, Core 1: 3590.5, Core 2: 3590.5, Core 3: 3590.5, Temp: PackageId0,0: 92.0, Core0,0: 92.0, Core1,0: 91.0, PackageId0,1: 92.0, Core0,1: 92.0, Core1,1: 91.0, Iwlwifi,0: 59.0, Pch_Skylake,0: 72.5, Util: Avg: 100.0, Core 0: 100.0, Core 1: 100.0, Core 2: 100.0, Core 3: 100.0, Power: package-0,0: 17.6, core,0: 16.9, uncore,0: 0.3, dram,0: 0.3, psys,0: 37.8, 
